Stock,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Position,PnL
RELIANCE.NS,2014-12-01,2014-12-29,205.77072143554688,191.9470977783203,SHORT,13.823623657226562
RELIANCE.NS,2015-01-06,2015-01-15,178.9152374267578,184.9390106201172,SHORT,-6.023773193359375
RELIANCE.NS,2015-02-10,2015-02-13,188.73727416992188,196.33387756347656,SHORT,-7.5966033935546875
RELIANCE.NS,2015-02-16,2015-03-04,193.18821716308594,189.98912048339844,SHORT,3.1990966796875
RELIANCE.NS,2015-03-10,2015-04-08,183.84767150878906,185.2920684814453,SHORT,-1.44439697265625
RELIANCE.NS,2015-04-24,2015-05-08,188.07391357421875,192.78369140625,SHORT,-4.70977783203125
RELIANCE.NS,2015-05-27,2015-06-04,191.8302459716797,197.76742553710938,SHORT,-5.9371795654296875
RELIANCE.NS,2015-06-08,2015-06-17,191.86280822753906,201.77606201171875,SHORT,-9.913253784179688
RELIANCE.NS,2015-07-23,2015-07-24,226.49969482421875,222.1118621826172,LONG,-4.3878326416015625
RELIANCE.NS,2015-11-26,2015-12-07,214.2245635986328,206.29393005371094,LONG,-7.930633544921875
RELIANCE.NS,2015-12-16,2016-01-05,212.05770874023438,217.7998504638672,LONG,5.7421417236328125
RELIANCE.NS,2016-01-06,2016-01-19,223.66114807128906,226.13134765625,LONG,2.4701995849609375
RELIANCE.NS,2016-02-23,2016-04-05,205.77389526367188,225.02899169921875,LONG,19.255096435546875
RELIANCE.NS,2016-04-13,2016-04-20,233.5967254638672,227.29690551757812,LONG,-6.2998199462890625
RELIANCE.NS,2016-05-27,2016-06-27,213.57972717285156,209.40545654296875,LONG,-4.1742706298828125
RELIANCE.NS,2016-07-04,2016-08-01,216.20924377441406,221.20529174804688,LONG,4.9960479736328125
RELIANCE.NS,2016-08-12,2016-08-17,226.9682159423828,222.03794860839844,LONG,-4.930267333984375
RELIANCE.NS,2016-08-29,2016-09-02,231.71224975585938,222.0489044189453,LONG,-9.663345336914062
RELIANCE.NS,2016-09-12,2016-10-03,229.31283569335938,238.9981231689453,LONG,9.685287475585938
RELIANCE.NS,2016-10-07,2016-10-10,243.00807189941406,240.23614501953125,LONG,-2.7719268798828125
RELIANCE.NS,2016-11-23,2017-01-16,221.09573364257812,235.831787109375,LONG,14.736053466796875
RELIANCE.NS,2017-02-14,2017-03-20,230.0359649658203,280.65350341796875,LONG,50.61753845214844
RELIANCE.NS,2017-04-05,2017-04-13,310.0598449707031,299.05987548828125,LONG,-10.999969482421875
RELIANCE.NS,2017-05-30,2017-06-02,297.8656921386719,290.28399658203125,LONG,-7.581695556640625
RELIANCE.NS,2017-06-08,2017-06-12,291.8069152832031,289.12255859375,LONG,-2.684356689453125
RELIANCE.NS,2017-06-14,2017-07-03,297.4603271484375,302.62060546875,LONG,5.1602783203125
RELIANCE.NS,2017-07-05,2017-08-07,316.1186828613281,356.9960021972656,LONG,40.8773193359375
RELIANCE.NS,2017-09-05,2017-09-22,360.5851135253906,361.0709533691406,LONG,0.48583984375
RELIANCE.NS,2017-10-10,2017-11-06,372.46759033203125,411.9141540527344,LONG,39.446563720703125
RELIANCE.NS,2017-11-23,2017-12-01,418.31927490234375,402.01934814453125,LONG,-16.2999267578125
RELIANCE.NS,2018-01-08,2018-01-18,410.1693115234375,406.260009765625,LONG,-3.9093017578125
RELIANCE.NS,2018-01-22,2018-02-02,429.1417236328125,399.4794616699219,LONG,-29.662261962890625
RELIANCE.NS,2018-02-19,2018-03-06,409.4846496582031,402.3507080078125,LONG,-7.133941650390625
RELIANCE.NS,2018-03-14,2018-03-15,410.3902282714844,402.7703552246094,LONG,-7.619873046875
RELIANCE.NS,2018-04-05,2018-05-16,401.1800537109375,422.361083984375,LONG,21.1810302734375
RELIANCE.NS,2018-06-05,2018-06-26,418.6063537597656,432.4325866699219,LONG,13.82623291015625
RELIANCE.NS,2018-07-10,2018-08-13,456.1122131347656,528.151123046875,LONG,72.03890991210938
RELIANCE.NS,2018-08-23,2018-08-31,564.5039672851562,552.1417846679688,LONG,-12.3621826171875
RELIANCE.NS,2018-11-02,2018-12-10,477.99066162109375,484.8165588378906,LONG,6.825897216796875
RELIANCE.NS,2018-12-20,2018-12-21,501.8035888671875,489.2411804199219,LONG,-12.562408447265625
RELIANCE.NS,2019-01-01,2019-01-02,498.4905700683594,491.99822998046875,LONG,-6.492340087890625
RELIANCE.NS,2019-01-15,2019-02-12,502.337158203125,558.7008056640625,LONG,56.3636474609375
RELIANCE.NS,2019-03-08,2019-04-04,563.4589233398438,601.6795043945312,LONG,38.2205810546875
RELIANCE.NS,2019-04-26,2019-05-07,619.3556518554688,597.4328002929688,LONG,-21.9228515625
RELIANCE.NS,2019-05-22,2019-06-17,596.05419921875,570.2181396484375,LONG,-25.8360595703125
RELIANCE.NS,2019-07-10,2019-07-19,568.6838989257812,555.41015625,LONG,-13.27374267578125
RELIANCE.NS,2019-07-22,2019-07-25,569.417724609375,547.628173828125,LONG,-21.78955078125
RELIANCE.NS,2019-08-13,2019-09-03,570.2633056640625,539.686767578125,LONG,-30.5765380859375
RELIANCE.NS,2019-11-20,2019-12-04,692.345947265625,694.6051635742188,LONG,2.25921630859375
RELIANCE.NS,2020-01-17,2020-01-22,707.2652587890625,685.9488525390625,LONG,-21.31640625
RELIANCE.NS,2020-02-12,2020-02-26,657.7432250976562,622.7154541015625,LONG,-35.02777099609375
RELIANCE.NS,2020-06-03,2020-06-11,696.19921875,694.4154663085938,LONG,-1.78375244140625
RELIANCE.NS,2020-06-15,2020-06-30,729.1204223632812,769.5607299804688,LONG,40.4403076171875
RELIANCE.NS,2020-07-03,2020-07-16,810.6897583007812,835.855224609375,LONG,25.16546630859375
RELIANCE.NS,2020-07-21,2020-08-03,893.9624633789062,910.9434814453125,LONG,16.98101806640625
RELIANCE.NS,2020-09-10,2020-09-22,1049.2398681640625,1002.6045532226562,LONG,-46.63531494140625
RELIANCE.NS,2020-11-10,2020-12-23,945.2001342773438,881.40234375,LONG,-63.79779052734375
RELIANCE.NS,2020-12-24,2021-01-06,904.2100219726562,867.9807739257812,LONG,-36.229248046875
RELIANCE.NS,2021-01-18,2021-01-27,899.5850219726562,859.2522583007812,LONG,-40.332763671875
RELIANCE.NS,2021-02-09,2021-03-15,886.9795532226562,956.2412109375,LONG,69.26165771484375
RELIANCE.NS,2021-08-04,2021-09-20,957.2315673828125,1089.4581298828125,LONG,132.2265625
RELIANCE.NS,2021-09-23,2021-10-21,1132.9344482421875,1193.26904296875,LONG,60.3345947265625
RELIANCE.NS,2021-12-02,2021-12-03,1129.7266845703125,1095.78271484375,LONG,-33.9439697265625
RELIANCE.NS,2021-12-09,2021-12-15,1117.7142333984375,1079.8345947265625,LONG,-37.879638671875
RELIANCE.NS,2021-12-16,2021-12-17,1093.80322265625,1064.9329833984375,LONG,-28.8702392578125
RELIANCE.NS,2021-12-24,2022-01-24,1079.652587890625,1081.97314453125,LONG,2.320556640625
RELIANCE.NS,2022-02-15,2022-02-24,1100.1962890625,1026.393310546875,LONG,-73.802978515625
RELIANCE.NS,2022-03-03,2022-03-04,1082.1551513671875,1058.153076171875,LONG,-24.0020751953125
RELIANCE.NS,2022-03-10,2022-04-08,1088.50244140625,1190.152099609375,LONG,101.649658203125
RELIANCE.NS,2022-04-21,2022-05-04,1265.888916015625,1225.64306640625,LONG,-40.245849609375
RELIANCE.NS,2022-05-23,2022-06-14,1186.1708984375,1195.817138671875,LONG,9.646240234375
RELIANCE.NS,2022-10-11,2022-10-12,1076.373291015625,1084.2935791015625,SHORT,-7.9202880859375
RELIANCE.NS,2022-11-28,2022-12-07,1235.9874267578125,1209.9442138671875,LONG,-26.043212890625
RELIANCE.NS,2023-01-09,2023-01-12,1185.4302978515625,1128.2769775390625,LONG,-57.1533203125
RELIANCE.NS,2023-03-02,2023-03-03,1061.833984375,1088.927001953125,SHORT,-27.093017578125
RELIANCE.NS,2023-03-13,2023-03-31,1042.8665771484375,1064.116455078125,SHORT,-21.2498779296875
RELIANCE.NS,2023-05-17,2023-05-29,1113.5323486328125,1150.6453857421875,SHORT,-37.113037109375
RELIANCE.NS,2023-05-31,2023-06-14,1127.5009765625,1164.910888671875,SHORT,-37.409912109375
RELIANCE.NS,2023-07-03,2023-07-24,1194.058349609375,1230.2166748046875,LONG,36.1583251953125
RELIANCE.NS,2023-09-12,2023-09-20,1210.4659423828125,1182.323974609375,LONG,-28.1419677734375
RELIANCE.NS,2023-10-11,2023-10-23,1163.910400390625,1123.2861328125,LONG,-40.624267578125
RELIANCE.NS,2024-01-11,2024-01-23,1349.9088134765625,1318.8138427734375,LONG,-31.094970703125
RELIANCE.NS,2024-01-29,2024-02-16,1437.4111328125,1449.843994140625,LONG,12.432861328125
RELIANCE.NS,2024-03-28,2024-04-05,1474.933349609375,1449.3724365234375,LONG,-25.5609130859375
RELIANCE.NS,2024-04-08,2024-04-09,1475.057373046875,1452.896484375,LONG,-22.160888671875
RELIANCE.NS,2024-04-10,2024-04-12,1468.7044677734375,1456.370849609375,LONG,-12.3336181640625
RELIANCE.NS,2024-05-17,2024-06-04,1425.15185546875,1387.0091552734375,LONG,-38.1427001953125
RELIANCE.NS,2024-06-07,2024-06-24,1459.1500244140625,1430.88427734375,LONG,-28.2657470703125
RELIANCE.NS,2024-06-26,2024-07-18,1502.9013671875,1575.0177001953125,LONG,72.1163330078125
RELIANCE.NS,2024-08-19,2024-09-06,1482.4791259765625,1458.997802734375,LONG,-23.4813232421875
RELIANCE.NS,2024-09-23,2024-10-03,1487.434326171875,1401.3780517578125,LONG,-86.0562744140625
RELIANCE.NS,2024-11-08,2024-11-25,1278.6431884765625,1281.8802490234375,SHORT,-3.237060546875
RELIANCE.NS,2024-12-16,2025-01-02,1263.2547607421875,1236.860107421875,SHORT,26.3946533203125
RELIANCE.NS,2025-01-27,2025-02-01,1224.4595947265625,1259.5693359375,SHORT,-35.1097412109375
RELIANCE.NS,2025-02-03,2025-02-04,1240.94384765625,1280.08740234375,SHORT,-39.1435546875
RELIANCE.NS,2025-02-11,2025-03-07,1229.937744140625,1244.828369140625,SHORT,-14.890625
RELIANCE.NS,2025-04-03,2025-04-17,1243.732666015625,1269.4300537109375,SHORT,-25.6973876953125
RELIANCE.NS,2025-06-26,2025-07-11,1489.3516845703125,1489.2520751953125,LONG,-0.099609375
RELIANCE.NS,2025-08-18,2025-08-29,1381.699951171875,1357.199951171875,LONG,-24.5
RELIANCE.NS,2025-09-08,2025-09-17,1378.5,1413.800048828125,LONG,35.300048828125
TCS.NS,2014-11-03,2014-12-05,1092.4031982421875,1087.595703125,LONG,-4.8074951171875
TCS.NS,2014-12-23,2015-01-07,1061.34375,1019.5931396484375,LONG,-41.7506103515625
TCS.NS,2015-01-12,2015-02-10,1058.391845703125,1031.5428466796875,LONG,-26.8489990234375
TCS.NS,2015-02-16,2015-03-10,1092.243896484375,1116.7103271484375,LONG,24.4664306640625
TCS.NS,2015-04-08,2015-04-17,1116.160888671875,1045.7830810546875,LONG,-70.3778076171875
TCS.NS,2015-05-06,2015-05-07,1040.7969970703125,1075.53173828125,SHORT,-34.7347412109375
TCS.NS,2015-06-10,2015-06-11,1109.2005615234375,1096.640625,LONG,-12.5599365234375
TCS.NS,2015-06-24,2015-06-25,1096.2139892578125,1087.55615234375,LONG,-8.6578369140625
TCS.NS,2015-06-26,2015-07-09,1105.81005859375,1075.82763671875,LONG,-29.982421875
TCS.NS,2015-07-21,2015-07-22,1094.765869140625,1080.511962890625,LONG,-14.25390625
TCS.NS,2015-08-05,2015-08-25,1088.6756591796875,1097.2237548828125,LONG,8.548095703125
TCS.NS,2015-09-24,2015-10-14,1102.8868408203125,1061.5560302734375,LONG,-41.330810546875
TCS.NS,2015-11-05,2015-12-02,1063.419189453125,1013.110595703125,SHORT,50.30859375
TCS.NS,2015-12-04,2015-12-09,997.3474731445312,1014.1600341796875,SHORT,-16.81256103515625
TCS.NS,2016-01-05,2016-01-27,1006.1505126953125,996.0455322265625,SHORT,10.10498046875
TCS.NS,2016-02-10,2016-02-22,974.168701171875,994.392578125,SHORT,-20.223876953125
TCS.NS,2016-02-23,2016-03-02,972.107666015625,995.6587524414062,SHORT,-23.55108642578125
TCS.NS,2016-04-08,2016-04-13,1044.2640380859375,1084.6904296875,SHORT,-40.4263916015625
TCS.NS,2016-04-20,2016-04-29,1052.1220703125,1088.68310546875,SHORT,-36.56103515625
TCS.NS,2016-05-12,2016-05-23,1101.864990234375,1069.76953125,LONG,-32.095458984375
TCS.NS,2016-05-30,2016-06-10,1132.00732421875,1108.7630615234375,LONG,-23.2442626953125
TCS.NS,2016-06-20,2016-06-24,1153.686279296875,1116.658447265625,LONG,-37.02783203125
TCS.NS,2016-07-21,2016-08-18,1087.2017822265625,1147.64990234375,LONG,60.4481201171875
TCS.NS,2016-10-13,2016-10-14,1012.966064453125,1029.1900634765625,SHORT,-16.2239990234375
TCS.NS,2016-11-02,2016-11-24,1004.8470458984375,954.4312744140625,SHORT,50.415771484375
TCS.NS,2017-01-06,2017-01-25,994.9689331054688,1029.1220703125,SHORT,-34.15313720703125
TCS.NS,2017-01-31,2017-02-09,975.23876953125,1013.5083618164062,SHORT,-38.26959228515625
TCS.NS,2017-07-10,2017-08-10,1076.870849609375,1113.8336181640625,LONG,36.9627685546875
TCS.NS,2017-09-14,2017-09-28,1102.9676513671875,1098.310791015625,LONG,-4.6568603515625
TCS.NS,2017-10-11,2017-11-20,1108.9100341796875,1202.24951171875,LONG,93.3394775390625
TCS.NS,2017-12-26,2018-02-06,1178.2353515625,1336.065673828125,LONG,157.830322265625
TCS.NS,2018-03-05,2018-03-06,1384.4755859375,1356.3701171875,LONG,-28.10546875
TCS.NS,2018-04-03,2018-05-08,1297.729736328125,1533.96240234375,LONG,236.232666015625
TCS.NS,2018-06-13,2018-07-25,1639.7679443359375,1784.85107421875,LONG,145.0831298828125
TCS.NS,2018-08-23,2018-09-07,1833.1312255859375,1873.440673828125,LONG,40.3094482421875
TCS.NS,2018-09-24,2018-10-04,1980.2701416015625,1859.884033203125,LONG,-120.3861083984375
TCS.NS,2018-11-01,2018-11-21,1747.313720703125,1635.6104736328125,LONG,-111.7032470703125
TCS.NS,2018-11-27,2018-12-20,1706.2430419921875,1763.8323974609375,LONG,57.58935546875
TCS.NS,2019-01-18,2019-02-18,1719.30810546875,1782.3131103515625,LONG,63.0050048828125
TCS.NS,2019-03-08,2019-03-13,1829.71337890625,1809.631103515625,LONG,-20.082275390625
TCS.NS,2019-03-15,2019-03-22,1845.3172607421875,1814.2899169921875,LONG,-31.02734375
TCS.NS,2019-04-02,2019-04-12,1880.912841796875,1822.29541015625,LONG,-58.617431640625
TCS.NS,2019-04-15,2019-05-07,1911.6690673828125,1946.63134765625,LONG,34.9622802734375
TCS.NS,2019-05-31,2019-06-26,1986.9755859375,2055.627685546875,LONG,68.652099609375
TCS.NS,2019-07-29,2019-08-19,1946.90478515625,1977.0679931640625,LONG,30.1632080078125
TCS.NS,2019-08-23,2019-09-05,2054.487548828125,2024.8721923828125,LONG,-29.6153564453125
TCS.NS,2019-11-14,2019-11-15,2012.880615234375,1992.4022216796875,LONG,-20.4783935546875
TCS.NS,2019-12-06,2019-12-10,1945.8094482421875,1844.3310546875,LONG,-101.4783935546875
TCS.NS,2019-12-16,2020-01-02,1948.6954345703125,1977.0079345703125,LONG,28.3125
TCS.NS,2020-01-03,2020-01-13,2016.4078369140625,2006.9710693359375,LONG,-9.436767578125
TCS.NS,2020-01-16,2020-01-17,2051.364990234375,2033.313720703125,LONG,-18.05126953125
TCS.NS,2020-02-12,2020-02-24,1993.5284423828125,1942.65185546875,LONG,-50.8765869140625
TCS.NS,2020-07-02,2020-07-17,2001.3782958984375,2046.41015625,LONG,45.0318603515625
TCS.NS,2020-07-29,2020-08-04,2116.43017578125,2091.927734375,LONG,-24.50244140625
TCS.NS,2020-08-07,2020-08-10,2134.376220703125,2122.70654296875,LONG,-11.669677734375
TCS.NS,2020-09-04,2020-09-24,2128.28564453125,2168.688232421875,LONG,40.402587890625
TCS.NS,2020-10-01,2020-10-19,2346.4794921875,2532.137939453125,LONG,185.658447265625
TCS.NS,2020-11-24,2021-01-28,2541.94384765625,2990.72802734375,LONG,448.7841796875
TCS.NS,2021-03-09,2021-04-16,2854.50244140625,2989.41796875,LONG,134.91552734375
TCS.NS,2021-05-11,2021-05-12,2921.539794921875,2888.79345703125,LONG,-32.746337890625
TCS.NS,2021-05-25,2021-07-02,2927.74462890625,3126.54736328125,LONG,198.802734375
TCS.NS,2021-08-03,2021-09-13,3095.16259765625,3623.2412109375,LONG,528.07861328125
TCS.NS,2021-09-15,2021-09-17,3726.133544921875,3606.752197265625,LONG,-119.38134765625
TCS.NS,2021-11-08,2021-12-20,3306.762939453125,3357.8828125,LONG,51.119873046875
TCS.NS,2021-12-21,2022-01-20,3406.4072265625,3618.79345703125,LONG,212.38623046875
TCS.NS,2022-03-09,2022-04-11,3435.373046875,3495.708740234375,LONG,60.335693359375
TCS.NS,2022-06-14,2022-06-23,3056.689697265625,3150.231689453125,SHORT,-93.5419921875
TCS.NS,2022-07-11,2022-07-21,2964.57666015625,3033.018798828125,SHORT,-68.442138671875
TCS.NS,2022-08-23,2022-09-13,3135.446044921875,3082.705078125,SHORT,52.740966796875
TCS.NS,2022-09-14,2022-10-04,2978.702392578125,2950.7802734375,SHORT,27.922119140625
TCS.NS,2023-01-03,2023-01-06,3169.16259765625,3073.64697265625,LONG,-95.515625
TCS.NS,2023-01-09,2023-02-20,3177.392578125,3345.488037109375,LONG,168.095458984375
TCS.NS,2023-04-19,2023-04-21,2963.96044921875,3032.3134765625,SHORT,-68.35302734375
TCS.NS,2023-05-18,2023-05-22,3069.727294921875,3164.55712890625,SHORT,-94.829833984375
TCS.NS,2023-06-06,2023-06-30,3100.857666015625,3191.52392578125,SHORT,-90.666259765625
TCS.NS,2023-08-08,2023-08-10,3362.95068359375,3335.334716796875,LONG,-27.615966796875
TCS.NS,2023-09-06,2023-09-28,3323.513427734375,3427.04931640625,LONG,103.535888671875
TCS.NS,2023-10-09,2023-10-12,3525.497802734375,3432.66943359375,LONG,-92.828369140625
TCS.NS,2023-11-15,2024-01-01,3307.24267578125,3702.445068359375,LONG,395.202392578125
TCS.NS,2024-01-15,2024-01-25,3792.501953125,3710.22412109375,LONG,-82.27783203125
TCS.NS,2024-02-05,2024-02-20,3868.943115234375,3924.78662109375,LONG,55.843505859375
TCS.NS,2024-03-14,2024-03-19,4097.08935546875,3872.837890625,LONG,-224.25146484375
TCS.NS,2024-04-10,2024-04-16,3879.994873046875,3771.082763671875,LONG,-108.912109375
TCS.NS,2024-05-03,2024-05-21,3742.454833984375,3746.900634765625,LONG,4.44580078125
TCS.NS,2024-05-23,2024-05-28,3818.7451171875,3766.22265625,LONG,-52.5224609375
TCS.NS,2024-06-07,2024-08-02,3819.235595703125,4210.62646484375,LONG,391.390869140625
TCS.NS,2024-08-19,2024-09-03,4414.0771484375,4436.04931640625,LONG,21.97216796875
TCS.NS,2024-10-29,2024-10-31,4016.1142578125,3910.864013671875,LONG,-105.250244140625
TCS.NS,2024-11-06,2024-12-17,4079.57958984375,4265.689453125,LONG,186.10986328125
TCS.NS,2025-01-13,2025-01-21,4228.83203125,3986.764404296875,LONG,-242.067626953125
TCS.NS,2025-01-23,2025-01-27,4095.031494140625,4015.707763671875,LONG,-79.32373046875
TCS.NS,2025-02-07,2025-03-11,3980.392333984375,3531.815673828125,SHORT,448.57666015625
TCS.NS,2025-04-04,2025-04-22,3259.27099609375,3274.088623046875,SHORT,-14.817626953125
TCS.NS,2025-05-28,2025-06-11,3455.1591796875,3460.1572265625,SHORT,-4.998046875
TCS.NS,2025-06-23,2025-06-30,3382.122314453125,3450.290771484375,SHORT,-68.16845703125
TCS.NS,2025-07-02,2025-08-08,3411.7216796875,3036.39990234375,SHORT,375.32177734375
TCS.NS,2025-09-09,2025-09-10,3049.39990234375,3110.0,SHORT,-60.60009765625
HDFCBANK.NS,2014-12-23,2015-01-06,210.2100372314453,206.37705993652344,LONG,-3.832977294921875
HDFCBANK.NS,2015-01-09,2015-02-09,213.69253540039062,227.8087615966797,LONG,14.116226196289062
HDFCBANK.NS,2015-04-09,2015-04-17,231.3131561279297,223.02301025390625,LONG,-8.290145874023438
HDFCBANK.NS,2015-05-14,2015-06-05,217.06553649902344,221.59938049316406,LONG,4.533843994140625
HDFCBANK.NS,2015-06-19,2015-07-24,225.7061004638672,244.47154235839844,LONG,18.76544189453125
HDFCBANK.NS,2015-11-30,2015-12-07,237.82937622070312,234.3426971435547,LONG,-3.4866790771484375
HDFCBANK.NS,2015-12-17,2016-01-06,238.3809814453125,235.4791259765625,LONG,-2.90185546875
HDFCBANK.NS,2016-02-10,2016-03-01,223.52978515625,217.17442321777344,SHORT,6.3553619384765625
HDFCBANK.NS,2016-04-13,2016-05-18,238.71202087402344,251.70956420898438,LONG,12.997543334960938
HDFCBANK.NS,2016-05-26,2016-06-02,261.1102600097656,259.27862548828125,LONG,-1.831634521484375
HDFCBANK.NS,2016-06-30,2016-08-02,263.9065246582031,278.90264892578125,LONG,14.996124267578125
HDFCBANK.NS,2016-08-31,2016-09-14,289.64776611328125,284.7686767578125,LONG,-4.87908935546875
HDFCBANK.NS,2016-09-23,2016-09-26,294.4707336425781,290.7581481933594,LONG,-3.71258544921875
HDFCBANK.NS,2016-11-09,2016-11-17,280.68597412109375,275.9639587402344,LONG,-4.722015380859375
HDFCBANK.NS,2016-12-06,2017-02-13,267.9443664550781,293.909912109375,LONG,25.965545654296875
HDFCBANK.NS,2017-02-17,2017-03-03,308.9060363769531,308.8947448730469,LONG,-0.01129150390625
HDFCBANK.NS,2017-03-21,2017-03-22,323.2403564453125,320.98590087890625,LONG,-2.25445556640625
HDFCBANK.NS,2017-04-21,2017-05-09,335.7239990234375,344.5063171386719,LONG,8.782318115234375
HDFCBANK.NS,2017-05-25,2017-06-15,362.7663269042969,373.35443115234375,LONG,10.588104248046875
HDFCBANK.NS,2017-06-21,2017-06-22,381.05999755859375,380.9029846191406,LONG,-0.157012939453125
HDFCBANK.NS,2017-07-20,2017-08-09,388.9313049316406,401.1045837402344,LONG,12.17327880859375
HDFCBANK.NS,2017-09-11,2017-09-25,414.49407958984375,409.12921142578125,LONG,-5.3648681640625
HDFCBANK.NS,2017-10-13,2017-10-25,420.7341613769531,408.0721435546875,LONG,-12.662017822265625
HDFCBANK.NS,2017-11-20,2017-12-05,417.85845947265625,413.8348388671875,LONG,-4.02362060546875
HDFCBANK.NS,2017-12-15,2018-01-01,425.883056640625,421.57525634765625,LONG,-4.30780029296875
HDFCBANK.NS,2018-01-15,2018-02-05,431.4071044921875,435.0670166015625,LONG,3.659912109375
HDFCBANK.NS,2018-02-27,2018-03-01,432.4982604980469,426.0876770019531,LONG,-6.41058349609375
HDFCBANK.NS,2018-03-15,2018-03-20,427.5539245605469,418.1653747558594,LONG,-9.3885498046875
HDFCBANK.NS,2018-03-21,2018-04-25,422.57550048828125,436.6355285644531,LONG,14.060028076171875
HDFCBANK.NS,2018-05-02,2018-05-22,447.71771240234375,452.3551330566406,LONG,4.637420654296875
HDFCBANK.NS,2018-05-30,2018-06-11,465.642333984375,470.2358093261719,LONG,4.593475341796875
HDFCBANK.NS,2018-06-25,2018-07-03,482.3583068847656,476.65966796875,LONG,-5.698638916015625
HDFCBANK.NS,2018-07-05,2018-07-23,488.9894714355469,496.51861572265625,LONG,7.529144287109375
HDFCBANK.NS,2018-09-28,2018-10-09,461.8893127441406,446.81951904296875,LONG,-15.069793701171875
HDFCBANK.NS,2018-10-11,2018-10-12,446.1172790527344,456.3172607421875,SHORT,-10.199981689453125
HDFCBANK.NS,2018-10-29,2018-11-06,443.5270080566406,448.1895446777344,SHORT,-4.66253662109375
HDFCBANK.NS,2018-12-18,2018-12-21,491.68341064453125,486.0883483886719,LONG,-5.595062255859375
HDFCBANK.NS,2019-02-06,2019-02-18,488.73614501953125,481.1955261230469,LONG,-7.540618896484375
HDFCBANK.NS,2019-02-25,2019-02-27,489.369384765625,481.73663330078125,LONG,-7.63275146484375
HDFCBANK.NS,2019-03-07,2019-04-04,489.6226501464844,525.8753051757812,LONG,36.252655029296875
HDFCBANK.NS,2019-05-02,2019-05-09,542.4185791015625,527.4754638671875,LONG,-14.943115234375
HDFCBANK.NS,2019-05-20,2019-06-12,560.0440673828125,558.82373046875,LONG,-1.2203369140625
HDFCBANK.NS,2019-06-26,2019-07-08,575.337158203125,561.7457275390625,LONG,-13.5914306640625
HDFCBANK.NS,2019-08-09,2019-09-19,531.9986572265625,513.3716430664062,LONG,-18.62701416015625
HDFCBANK.NS,2019-09-20,2019-10-07,559.3212280273438,553.3997802734375,LONG,-5.92144775390625
HDFCBANK.NS,2019-11-11,2019-11-13,589.69775390625,586.3408813476562,LONG,-3.35687255859375
